art_style,painting,emotion,utterance,repetition,artist_parsed,artwork_parsed,year_parsed,artist_key,artwork_key,link
New_Realism,george-luks_in-the-corner,something else,The joy and happiness on the child's face while interacting with the other child gives you such a sense of joy for the spirit of childhood.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,"thisd feels  playful, the way they are close and like they are sharing a joke or a funny secret.  the way the one girl is looking at the viewer smiling tells me there is no danger involved and these are two friends having a good time.",47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,I wonder what sort of secret the girl is telling the boy.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,awe,The strong reds used for the girl's attire helps to make the scene stand out more.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,"this looks like a little boy getting a kiss on the cheek. I really think his face is funny, and gives the picture a bright mood.",47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,"The boy looks very happy, possibly because he is about to be kissed by the girl, but it also looks like he may be about to burst into laughter at a joke she just whispered to him.",47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,something else,This painting makes me feel happy. Seeing these two friends having a good time while one girl is whispering secrets and the other girl is laughing.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,excitement,I feel excitement because the boy has such a bright smile. It seems that the girl is telling him a secret and he is happy to hear about it.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,excitement,They look to be sharing a fun secret together,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,fear,THe childs face looks really scary and its feet are absolutely huge,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,The boy's plastic smile suggests he is receiving Interesting news.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,excitement,"This gives me nostalgic feelings of friends whispering juicy secrets in my ear, like the girl is doing to the boy in the picture. It would make me ecstatically excited to be privy to such info.",47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,contentment,The child has a real smile that stands out and radiates joy.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,contentment,The happy expression on the boy's face along with what appears to be his loving embrace of a girlfriend is a nice sight to see.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,excitement,I am excited by the bright red coat worn by the little girl and the great luminous smile on the boy.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,The two girls are innocent and having a fun time.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,I want to hear what the secret is when I see this.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,contentment,The children look like good friends since they're telling each other secrets,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,contentment,It seems the children have a close friendship by the way one is whispering to the other. The smile on one of the children shows that they are happy.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,awe,The little boy getting kissed by a young girl makes for an adorable scene of children's romance.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,contentment,This one makes me feel happiness! The joy on the boys face and the vibrancy of the little girls red dress and hat bring joy to me as the viewer. They both really pop right out at you. It is such a cute little moment.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,The young child in red seems to be telling a funny joke.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,The smile on the taller girl makes it easy to imagine the joy of a child sharing secrets.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,amusement,The little girl in red is just like Little Red Riding Hood begore she left to visit her grandmother.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,awe,The blonde child's face makes me smile and feel happy as I can picture the little girl telling him a secret.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
New_Realism,george-luks_in-the-corner,excitement,the two look like siblings or friends who are close to each other.,47,George Luks,In The Corner,,george luks,in the corner,https://uploads7.wikiart.org/images/george-luks/in-the-corner(1).jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,A beautiful town and snow  white mountains on the horizon makes me feel harmonious.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,A relaxing view of a open area of buildings that has a very soothing feel to it. Calm and tranquil.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,Seeing this large house and mountains in the distance is very peaceful.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,This picture has a historic look to it. It appears to be a farm and it looks very pretty.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,"The tranquility of this scene and the buildings, especially the main one, remind me of Mount Vernon",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,excitement,Looks like the type of city where people with a lot of money would be living.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The snowcapped peaks are but a hint of what what lies for the valley below.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,excitement,this might be the quiet peace before a large storm,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,The detail work on those building where you can see the individual stones and bricks and get an idea of the texture is so impressive,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,The building towards the back of the photo is absolutely massive and elegant compared to the house towards the front! It is crazy how different they look.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,sadness,a very sharp contrast in life; a simple farm house in foreground in comparison to the grand house on the hill,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,The painting looks so realistic and paints an aesthetic scene.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The white mansion by the lake and forest make sfor a luxurious sight in my opinion.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,It looks like a normal day in the city.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,excitement,the big castle like house on a big area reminds me that fairy tales are still possible and exist.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,The hilly landscape and distant mountains are beautiful.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,I thoroughly enjoyed studying this painting. The old-style buildings are very cool to look at and the brick walls seem very sturdy. This looks like a place I wouldn't mind living if I were in this time period.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,beautiful view of a hillside and large estate in old times,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,A wonderful landscape of houses with water leaves me with a sense of awe.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,Beautiful landscape.  Wish the colors were more vibrant.  Seems like the end of the day.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,I feel happy and content to see this painting of a beautiful landsape.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,something else,"The faded color palette fails to catch my interest. The grass looks dead, the buildings look plain, and it's hard to discern what the people in the foreground are doing.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,Sense of awe from the majestic landscape in the background. The buildings in the foreground and mid-ground are also very beautiful with people for scale.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The grand house on top of the hill looks happy under that blue sky with its grounds surrounding it.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,something else,"This is an okay painting. I'm not sure what it is that makes me not like it, but it could be the dark tones in the bottom left that don't match with the overall tone of the painting.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,excitement,"A beautiful community and a beautiful home, and snow in the distance.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,The detail is incredible and adds to the magnificence to this work.  The colors are a bit drab but the lighting helps.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The detail of this world is so well done. I just feel relaxed seeing this town here.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,"The place is quiet, far from congestion and so peaceful.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,something else,"This one made me feel uneasy. The gloominess of the picture makes it seem like something bad is going to happen. Also, the darker colors makes me feel like there is a storm coming or something dangerous.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,I feel content to look at this peaceful painting of beautiful houses with the mountains and ocean in the background.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The mansion looks so crisp and clean since it's a pure white color.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The soft colors give a sleepy and quiet feel to the village. The weather depicted is very nice and you can see many villagers going about their day in apparent contentment.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,excitement,"I love how detailed the paiing is, it almost look real and alive.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,fear,"The scene is dark, the only people are close up, and the sky is grey and foreboding, as if a storm is brewing.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,awe,It is a level of detail that is uncanny especially the trees.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,I love the lighting on the buildings which look almost like a photorealistic painting.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,multiple horizon panoramic view,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,The stately manor and grounds from above look very rich.,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,contentment,"This looks like a beautiful, large house by a quiet lake.",53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Rococo,bernardo-bellotto_view-of-the-villa-cagnola-at-gazzada-nevarese-1744,excitement,The landscape looks beautiful and I'd love to go here,53,Bernardo Bellotto,View Of The Villa Cagnola At Gazzada Nevarese,1744.0,bernardo bellotto,view of the villa cagnola at gazzada nevarese,https://uploads2.wikiart.org/images/bernardo-bellotto/view-of-the-villa-cagnola-at-gazzada-nevarese-1744.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The bird blue skies and fluffy white clouds give a sense of lightness. I feel like I am looking at a scene on a nice summer's day.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,I feel like the train is on its way so I am excited to see where it goes.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,"I love trains, so I am happy to see this yard, with a locomotive in the distance.",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,"I used to go to a restaurant which used to be an old train station, and the view from its windows looked like this! This is so cool!",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,"Ooh..very nice. It's so soft,and washy. I'd like to take a walk around the train yard. The day looks fresh. Like you could smell a little rain.",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,"Contentment because this feels like a sleepy small town in older times, slow paced and peaceful",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,I wonder the paths these trains will take and what they will transport.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,The railroad tracks lead to new places and adventures far beyond this town.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,the railroad is bringing industry to towns,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The single person walking down the train tracks in the city makes me feel very calm,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,sadness,The train tracks and trains are depressing like an old Town in Pennsylvania.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,Reminds you of an old school town in the northeast where people work hard day in and day out.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,The train yards looks very busy with all of the wagons placed in various spots.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,"This looks like a normal, regular town somewhere.  I would imagine that people go to work and lead normal lives.  It's maybe a little on the industrial side, but I don't think I'd mind living in an area like that.",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,The train yard reminds me to go on the train trip I have long desired.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The train tracks just outside this small town reminds me of many small towns near where i grew up because the railroad looks just like that.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,fear,I am frightened for the man walking on the railroad tracks because he could be injured.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,sadness,The village lying far past the desolate and overgrown tracks feels unobtainable and a world away from the bleak industrial sector.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,something else,a man makes his way back to the factory town,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,The silver color on top of the railroad tracks makes it look very realistic compared to railroad tracks in the real world.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
